date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:57:22	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:14%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/rellax/rellax.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/rellax/rellax.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:22	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:14%20GMT	http://markup.themewagon.com/tryfreya/assets/js/zanimation.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/js/zanimation.js	(from http://markup.themewagon.com/tryfreya/)
22:57:28	1177408/1177408	---M--	200	added ('OK')	text/html	etag:%2211f740-5612595a41b32%22	http://markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmind.ttf	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmind.html	(from http://markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmind.css)
22:57:30	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:17%20GMT	http://markup.themewagon.com/tryfreya/assets/js/inertia.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/js/inertia.js	(from http://markup.themewagon.com/tryfreya/)
22:57:30	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:23%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/flexslider/jquery.flexslider-min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/flexslider/jquery.flexslider-min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:32	333834/333834	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225c58b7e2-5180a%22	http://code.ionicframework.com/ionicons/2.0.1/fonts/ionicons.svg?v=2.0.1	/home/dhialinux/websites/culture/code.ionicframework.com/ionicons/2.0.1/fonts/ionicons790f.svg	(from http://code.ionicframework.com/ionicons/2.0.1/css/ionicons.min.css)
22:57:34	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:25%20GMT	http://markup.themewagon.com/tryfreya/assets/js/core.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/js/core.js	(from http://markup.themewagon.com/tryfreya/)
22:57:34	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:26%20GMT	http://markup.themewagon.com/tryfreya/assets/js/main.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/js/main.js	(from http://markup.themewagon.com/tryfreya/)
22:57:36	1640/1640	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:57:34%20GMT	http://img.youtube.com/vi/ajKlIAVuBJc/maxresdefault.jpg	/home/dhialinux/websites/culture/img.youtube.com/vi/ajKlIAVuBJc/maxresdefault.jpg	(from http://markup.themewagon.com/tryfreya/index--header-youtube-video.html)
22:57:38	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:30%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/jquery.mb.YTPlayer.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/jquery.mb.YTPlayer.min.js	(from http://markup.themewagon.com/tryfreya/index--header-youtube-video.html)
22:58:04	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5612595a3add2%22	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:58:08	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-5612595a3bd72%22	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.html	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:58:10	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5612595a3add2%22	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:58:12	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:04%20GMT	http://markup.themewagon.com/tryfreya/assets/images/video.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/video.jpg	(from http://markup.themewagon.com/tryfreya/index--header-selfhosted-video.html)
22:58:15	165548/165548	---M--	200	added ('OK')	text/html	etag:%22286ac-5612595a3bd72%22	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e-2.html	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:58:20	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5612595a3add2%22	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:58:24	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:15%20GMT	http://markup.themewagon.com/tryfreya/assets/videos/video.webm	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/videos/video.webm	(from http://markup.themewagon.com/tryfreya/index--header-selfhosted-video.html)
22:58:25	340/340	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Feb%202019%2021:55:18%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.eot	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/flexslider/flexslider.css)
22:58:28	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:19%20GMT	http://markup.themewagon.com/tryfreya/assets/images/about_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/about_header.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:58:30	340/340	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Feb%202019%2021:55:22%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.eot?	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icond41d.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/flexslider/flexslider.css)
22:58:31	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-5612595a3bd72%22	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:58:32	341/341	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Feb%202019%2021:55:25%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.woff	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.92.delayed	(from http://markup.themewagon.com/tryfreya/assets/lib/flexslider/flexslider.css)
22:58:32	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:24%20GMT	http://markup.themewagon.com/tryfreya/assets/images/about_team.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/about_team.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:58:34	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:26%20GMT	http://markup.themewagon.com/tryfreya/assets/images/portrait-1.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/portrait-1.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:58:34	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:27%20GMT	http://markup.themewagon.com/tryfreya/assets/images/portrait-2.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/portrait-2.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:58:36	340/340	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Feb%202019%2021:55:28%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.ttf	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.ttf	(from http://markup.themewagon.com/tryfreya/assets/lib/flexslider/flexslider.css)
22:58:36	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:29%20GMT	http://markup.themewagon.com/tryfreya/assets/images/portrait-3.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/portrait-3.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:58:38	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:30%20GMT	http://markup.themewagon.com/tryfreya/assets/images/about_careers.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/about_careers.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:58:38	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:31%20GMT	http://markup.themewagon.com/tryfreya/assets/images/recognition_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/recognition_header.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:58:40	340/340	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Feb%202019%2021:55:32%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.svg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/flexslider/fonts/flexslider-icon.svg	(from http://markup.themewagon.com/tryfreya/assets/lib/flexslider/flexslider.css)
22:58:40	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:33%20GMT	http://markup.themewagon.com/tryfreya/assets/images/logo/ad.png	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/ad.png	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:58:42	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:34%20GMT	http://markup.themewagon.com/tryfreya/assets/images/logo/american_express.gif	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/american_express.gif	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:58:42	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:35%20GMT	http://markup.themewagon.com/tryfreya/assets/images/logo/departures.png	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/departures.png	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:58:44	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:55:37%20GMT	http://markup.themewagon.com/tryfreya/assets/images/logo/goldlist.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/goldlist.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:58:45	29492/29492	---M--	200	added ('OK')	text/html	etag:%227334-5612595a265b2%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.woff2	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.html	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:58:47	97556/97556	---M--	200	added ('OK')	text/html	etag:%2217d14-5612595a265b2%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.ttf	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light-2.html	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:58:51	533127/533127	---M--	200	added ('OK')	image/svg+xml	etag:%2282287-5612595a265b2%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.svg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.svg	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:02	97756/97756	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2217ddc-5612595a265b2%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.eot	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.eot	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:04	29084/29084	---M--	200	added ('OK')	text/html	etag:%22719c-5612595a265b2%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.woff2	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.html	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:06	94816/94816	---M--	200	added ('OK')	text/html	etag:%2217260-5612595a265b2%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.ttf	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book-2.html	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:10	470019/470019	---M--	200	added ('OK')	image/svg+xml	etag:%2272c03-5612595a25612%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.svg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.svg	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:12	95012/95012	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2217324-5612595a24672%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.eot	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.eot	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:12	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:04%20GMT	http://markup.themewagon.com/tryfreya/assets/images/logo/interiordesign.png	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/interiordesign.png	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:59:14	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:06%20GMT	http://markup.themewagon.com/tryfreya/assets/images/logo/luxe.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/luxe.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:59:16	3250/3250	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22cb2-5612595a44a12%22	http://markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/css/font/ytp-regular.eot	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/css/font/ytp-regular.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/css/jquery.mb.YTPlayer.min.css)
22:59:16	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:08%20GMT	http://markup.themewagon.com/tryfreya/assets/videos/video.mp4	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/videos/video.mp4	(from http://markup.themewagon.com/tryfreya/index--header-selfhosted-video.html)
22:59:17	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:10%20GMT	http://markup.themewagon.com/tryfreya/assets/images/logo/robb_report.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/robb_report.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:59:18	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:11%20GMT	http://markup.themewagon.com/tryfreya/assets/images/elements_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/elements_header.jpg	(from http://markup.themewagon.com/tryfreya/components-buttons.html)
22:59:19	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:12%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/prism/prism.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/prism/prism.js	(from http://markup.themewagon.com/tryfreya/components-buttons.html)
22:59:20	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:13%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/remodal/dist/remodal.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/remodal/dist/remodal.js	(from http://markup.themewagon.com/tryfreya/components-modal-video.html)
22:59:21	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:14%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/owl.carousel.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/owl.carousel.min.js	(from http://markup.themewagon.com/tryfreya/components-owlcarousal.html)
22:59:22	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:15%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:59:23	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:16%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:59:25	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:18%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://markup.themewagon.com/tryfreya/assets/lib/font-awesome/css/font-awesome.min.css)
22:59:26	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-5612595a478f2%22	http://markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.video.play.png	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.video.play.png	(from http://markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.carousel.min.css)
22:59:27	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:20%20GMT	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.eot	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.eot	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:29	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:21%20GMT	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.eot	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.eot	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:43	97756/97756	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2217ddc-5612595a265b2%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Light.eot?	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Lightd41d.eot	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:44	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:38%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/css/font/ytp-regular.eot	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/css/font/ytp-regular.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/css/jquery.mb.YTPlayer.min.css)
22:59:46	95012/95012	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2217324-5612595a24672%22	http://markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Book.eot?	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/fonts/FuturaPT-Bookd41d.eot	(from http://markup.themewagon.com/tryfreya/assets/css/style.css)
22:59:48	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:56:40%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.video.play.png	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.video.play.png	(from http://markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.carousel.min.css)
23:00:56	1177572/1177572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211f7e4-5612595a3ec52%22	http://markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmind.eot?	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmindd41d.eot	(from http://markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmind.css)
23:01:04	1177484/1177484	---M--	200	added ('OK')	application/x-font-woff	etag:%2211f78c-5612595a44a12%22	http://markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmind.woff	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmind.woff	(from http://markup.themewagon.com/tryfreya/assets/lib/iconsmind/iconsmind.css)
23:12:44	9537461/9537461	---M--	200	added ('OK')	video/mp4	etag:%229187b5-5612595a56352%22	http://markup.themewagon.com/tryfreya/assets/videos/video.mp4	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/videos/video.mp4	(from http://markup.themewagon.com/tryfreya/assets/videos/video.mp4)
