date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:14	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2007%20Feb%202019%2021:28:56%20GMT	https://fonts.googleapis.com/robots.txt		(from http://markup.themewagon.com/tryfreya/)
22:29:14	8688/8688	---M-Z	200	added ('OK')	text/css	etag:%2221f0-5612595a44a12-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/css/jquery.mb.YTPlayer.min.css	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/css/jquery.mb.YTPlayer.min.css	(from http://markup.themewagon.com/tryfreya/index--header-youtube-video.html)
22:29:20	59066/59066	---M-Z	200	added ('OK')	application/javascript	etag:%22e6ba-5612595a459b2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/jquery.mb.YTPlayer.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/jquery.mb.ytplayer/dist/jquery.mb.YTPlayer.min.js	(from http://markup.themewagon.com/tryfreya/index--header-youtube-video.html)
22:29:31	108033/108033	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/ajKlIAVuBJc/maxresdefault.jpg	/home/dhialinux/websites/culture/img.youtube.com/vi/ajKlIAVuBJc/maxresdefault.jpg	(from http://markup.themewagon.com/tryfreya/index--header-youtube-video.html)
22:29:39	115596/115596	---M--	200	added ('OK')	image/jpeg	etag:%221c38c-5613991259072%22	http://markup.themewagon.com/tryfreya/assets/images/video.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/video.jpg	(from http://markup.themewagon.com/tryfreya/index--header-selfhosted-video.html)
22:30:44	385896/385896	---M--	200	added ('OK')	image/jpeg	etag:%225e368-5612595a27552%22	http://markup.themewagon.com/tryfreya/assets/images/about_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/about_header.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:31:11	138571/138571	---M--	200	added ('OK')	image/jpeg	etag:%2221d4b-5612595a284f2%22	http://markup.themewagon.com/tryfreya/assets/images/about_team.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/about_team.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:31:27	85835/85835	---M--	200	added ('OK')	image/jpeg	etag:%2214f4b-5612998d68232%22	http://markup.themewagon.com/tryfreya/assets/images/portrait-1.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/portrait-1.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:31:38	45351/45351	---M--	200	added ('OK')	image/jpeg	etag:%22b127-5612998d691d2%22	http://markup.themewagon.com/tryfreya/assets/images/portrait-2.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/portrait-2.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:31:57	96845/96845	---M--	200	added ('OK')	image/jpeg	etag:%2217a4d-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/portrait-3.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/portrait-3.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:32:18	104060/104060	---M--	200	added ('OK')	image/jpeg	etag:%221967c-5612595a27552%22	http://markup.themewagon.com/tryfreya/assets/images/about_careers.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/about_careers.jpg	(from http://markup.themewagon.com/tryfreya/about.html)
22:32:48	174457/174457	---M--	200	added ('OK')	image/jpeg	etag:%222a979-5612595a38e92%22	http://markup.themewagon.com/tryfreya/assets/images/recognition_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/recognition_header.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:32:51	6604/6604	---M--	200	added ('OK')	image/png	etag:%2219cc-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/logo/ad.png	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/ad.png	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:32:56	16995/16995	---M--	200	added ('OK')	image/gif	etag:%224263-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/logo/american_express.gif	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/american_express.gif	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:33:00	2115/2115	---M--	200	added ('OK')	image/png	etag:%22843-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/logo/departures.png	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/departures.png	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:33:04	15136/15136	---M--	200	added ('OK')	image/jpeg	etag:%223b20-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/logo/goldlist.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/goldlist.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:33:06	4856/4856	---M--	200	added ('OK')	image/png	etag:%2212f8-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/logo/interiordesign.png	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/interiordesign.png	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:33:14	32050/32050	---M--	200	added ('OK')	image/jpeg	etag:%227d32-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/logo/luxe.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/luxe.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:33:22	25670/25670	---M--	200	added ('OK')	image/jpeg	etag:%226446-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/logo/robb_report.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/robb_report.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:33:27	11246/11246	---M--	200	added ('OK')	image/jpeg	etag:%222bee-5612595a37ef2%22	http://markup.themewagon.com/tryfreya/assets/images/logo/wsj.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/logo/wsj.jpg	(from http://markup.themewagon.com/tryfreya/recognition.html)
22:34:31	364343/364343	---M--	200	added ('OK')	image/jpeg	etag:%2258f37-5612595a27552%22	http://markup.themewagon.com/tryfreya/assets/images/404.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/404.jpg	(from http://markup.themewagon.com/tryfreya/404.html)
22:35:06	199877/199877	---M--	200	added ('OK')	image/jpeg	etag:%2230cc5-5612998d68232%22	http://markup.themewagon.com/tryfreya/assets/images/login.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/login.jpg	(from http://markup.themewagon.com/tryfreya/login.html)
22:35:44	198205/198205	---M--	200	added ('OK')	image/jpeg	etag:%223063d-5612595a38e92%22	http://markup.themewagon.com/tryfreya/assets/images/projects_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/projects_header.jpg	(from http://markup.themewagon.com/tryfreya/projects.html)
22:36:20	199597/199597	---M--	200	added ('OK')	image/jpeg	etag:%2230bad-5612595a2e2b2%22	http://markup.themewagon.com/tryfreya/assets/images/contacts_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/contacts_header.jpg	(from http://markup.themewagon.com/tryfreya/projects.html)
22:37:00	216105/216105	---M--	200	added ('OK')	image/jpeg	etag:%2234c29-5612595a2e2b2%22	http://markup.themewagon.com/tryfreya/assets/images/blog_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/blog_header.jpg	(from http://markup.themewagon.com/tryfreya/blog.html)
22:37:16	79555/79555	---M--	200	added ('OK')	image/jpeg	etag:%22136c3-5612998d62472%22	http://markup.themewagon.com/tryfreya/assets/images/blog_01.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/blog_01.jpg	(from http://markup.themewagon.com/tryfreya/blog.html)
22:38:43	491594/491594	---M--	200	added ('OK')	image/jpeg	etag:%227804a-5612998d63412%22	http://markup.themewagon.com/tryfreya/assets/images/blog_02.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/blog_02.jpg	(from http://markup.themewagon.com/tryfreya/blog.html)
22:39:03	105864/105864	---M--	200	added ('OK')	image/jpeg	etag:%2219d88-5612595a2d312%22	http://markup.themewagon.com/tryfreya/assets/images/blog_03.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/blog_03.jpg	(from http://markup.themewagon.com/tryfreya/blog.html)
22:39:23	106089/106089	---M--	200	added ('OK')	image/jpeg	etag:%2219e69-5612595a2d312%22	http://markup.themewagon.com/tryfreya/assets/images/blog_04.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/blog_04.jpg	(from http://markup.themewagon.com/tryfreya/blog.html)
22:39:42	93115/93115	---M--	200	added ('OK')	image/jpeg	etag:%2216bbb-5612998d63412%22	http://markup.themewagon.com/tryfreya/assets/images/blog_05.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/blog_05.jpg	(from http://markup.themewagon.com/tryfreya/blog.html)
22:39:44	5400/5400	---M--	200	added ('OK')	image/jpeg	etag:%221518-5612998d691d2%22	http://markup.themewagon.com/tryfreya/assets/images/portrait-8.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/portrait-8.jpg	(from http://markup.themewagon.com/tryfreya/blog-single.html)
22:39:51	30170/30170	---M--	200	added ('OK')	image/jpeg	etag:%2275da-5612998d691d2%22	http://markup.themewagon.com/tryfreya/assets/images/square-1.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/square-1.jpg	(from http://markup.themewagon.com/tryfreya/blog-single.html)
22:39:58	27452/27452	---M--	200	added ('OK')	image/jpeg	etag:%226b3c-5612998d691d2%22	http://markup.themewagon.com/tryfreya/assets/images/square-2.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/square-2.jpg	(from http://markup.themewagon.com/tryfreya/blog-single.html)
22:40:01	10580/10580	---M-Z	200	added ('OK')	application/javascript	etag:%222954-5612595a38e92-gzip%22	http://markup.themewagon.com/tryfreya/assets/js/googlemap.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/js/googlemap.js	(from http://markup.themewagon.com/tryfreya/contact-1.html)
22:40:02	2313/2313	---M-Z	200	added ('OK')	text/css	etag:%22909-5612595a478f2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/prism/prism.css	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/prism/prism.css	(from http://markup.themewagon.com/tryfreya/components-buttons.html)
22:40:04	3702771/3702771	---M--	200	added ('OK')	video/webm	etag:%22387ff3-5612595a70932%22	http://markup.themewagon.com/tryfreya/assets/videos/video.webm	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/videos/video.webm	(from http://markup.themewagon.com/tryfreya/index--header-selfhosted-video.html)
22:40:06	923/923	---M--	200	added ('OK')	image/svg+xml	etag:%2239b-5612595a31192%22	http://markup.themewagon.com/tryfreya/assets/images/icon-play.svg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/icon-play.svg	(from http://markup.themewagon.com/tryfreya/components-buttons.html)
22:40:08	538/538	---M--	200	added ('OK')	image/svg+xml	etag:%2221a-5612595a31192%22	http://markup.themewagon.com/tryfreya/assets/images/icon-play-o.svg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/icon-play-o.svg	(from http://markup.themewagon.com/tryfreya/components-buttons.html)
22:40:12	10178/10178	---M-Z	200	added ('OK')	application/javascript	etag:%2227c2-5612595a478f2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/prism/prism.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/prism/prism.js	(from http://markup.themewagon.com/tryfreya/components-buttons.html)
22:40:13	1602/1602	---M-Z	200	added ('OK')	text/css	etag:%22642-5612595a478f2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/remodal/dist/remodal.css	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/remodal/dist/remodal.css	(from http://markup.themewagon.com/tryfreya/components-modal-video.html)
22:40:14	5718/5718	---M-Z	200	added ('OK')	text/css	etag:%221656-5612595a478f2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/remodal/dist/remodal-default-theme.css	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/remodal/dist/remodal-default-theme.css	(from http://markup.themewagon.com/tryfreya/components-modal-video.html)
22:40:16	19413/19413	---M-Z	200	added ('OK')	application/javascript	etag:%224bd5-5612595a478f2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/remodal/dist/remodal.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/remodal/dist/remodal.js	(from http://markup.themewagon.com/tryfreya/components-modal-video.html)
22:40:18	2936/2936	---M-Z	200	added ('OK')	text/css	etag:%22b78-5612595a478f2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.carousel.min.css	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.carousel.min.css	(from http://markup.themewagon.com/tryfreya/components-owlcarousal.html)
22:40:20	936/936	---M-Z	200	added ('OK')	text/css	etag:%223a8-5612595a478f2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.theme.default.min.css	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/assets/owl.theme.default.min.css	(from http://markup.themewagon.com/tryfreya/components-owlcarousal.html)
22:40:25	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-5612595a478f2-gzip%22	http://markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/owl.carousel.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/owl.carousel/dist/owl.carousel.min.js	(from http://markup.themewagon.com/tryfreya/components-owlcarousal.html)
22:40:50	194244/194244	---M--	200	added ('OK')	image/jpeg	etag:%222f6c4-5612595a2e2b2%22	http://markup.themewagon.com/tryfreya/assets/images/elements_header.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/elements_header.jpg	(from http://markup.themewagon.com/tryfreya/components-buttons.html)
22:55:20	9537461/9537461	---M--	200	added ('OK')	video/mp4	etag:%229187b5-5612595a56352%22	http://markup.themewagon.com/tryfreya/assets/videos/video.mp4	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/videos/video.mp4	(from http://markup.themewagon.com/tryfreya/index--header-selfhosted-video.html)
22:57:08	10853032/10853032	---M--	200	added ('OK')	video/ogg	etag:%22a59aa8-5612595a68c32%22	http://markup.themewagon.com/tryfreya/assets/videos/video.ogv	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/videos/video.ogv	(from http://markup.themewagon.com/tryfreya/index--header-selfhosted-video.html)
22:57:09	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:02%20GMT	http://markup.themewagon.com/tryfreya/assets/images/header_1.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/header_1.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:09	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:02%20GMT	http://markup.themewagon.com/tryfreya/assets/images/header_2.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/header_2.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:09	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:02%20GMT	http://markup.themewagon.com/tryfreya/assets/images/header_3.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/header_3.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:09	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:02%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_1.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_1.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:09	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:03%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_2.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_2.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:10	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:04%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_3.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_3.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:10	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:04%20GMT	http://markup.themewagon.com/tryfreya/assets/images/banner_1.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/banner_1.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:10	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:04%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_4.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_4.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:10	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:04%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_5.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_5.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:11	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:05%20GMT	http://markup.themewagon.com/tryfreya/assets/images/banner_2.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/banner_2.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:11	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:05%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_6.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_6.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:11	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:05%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_7.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_7.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:11	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:05%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_8.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_8.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:12	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:06%20GMT	http://markup.themewagon.com/tryfreya/assets/images/banner_3.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/banner_3.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:12	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:06%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_9.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_9.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:12	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:06%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_10.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_10.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:12	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:06%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_11.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_11.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:13	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:07%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_12.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_12.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:13	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:07%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_13.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_13.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:13	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:07%20GMT	http://markup.themewagon.com/tryfreya/assets/images/banner_4.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/banner_4.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:13	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:07%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_14.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_14.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:14	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:08%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_17.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_17.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:14	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:08%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_16.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_16.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:14	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:08%20GMT	http://markup.themewagon.com/tryfreya/assets/images/img_15.jpg	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/images/img_15.jpg	(from http://markup.themewagon.com/tryfreya/)
22:57:15	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:09%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/jquery/dist/jquery.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/jquery/dist/jquery.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:15	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:09%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/bootstrap/dist/js/bootstrap.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/bootstrap/dist/js/bootstrap.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:15	11084/11084	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225afd49fa-2b4c%22	https://cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	/home/dhialinux/websites/culture/cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:16	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:10%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/imagesloaded/imagesloaded.pkgd.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/imagesloaded/imagesloaded.pkgd.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:16	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:10%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/jquery-menu-aim/jquery.menu-aim.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/jquery-menu-aim/jquery.menu-aim.js	(from http://markup.themewagon.com/tryfreya/)
22:57:17	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:10%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/gsap/src/minified/TweenMax.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/gsap/src/minified/TweenMax.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:17	19033/19033	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a7a-4a59%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js	/home/dhialinux/websites/culture/cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:19	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:12%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/CustomEase.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/CustomEase.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:19	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:12%20GMT	http://markup.themewagon.com/tryfreya/assets/lib/gsap/src/minified/plugins/ScrollToPlugin.min.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/lib/gsap/src/minified/plugins/ScrollToPlugin.min.js	(from http://markup.themewagon.com/tryfreya/)
22:57:19	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2007%20Feb%202019%2021:54:12%20GMT	http://markup.themewagon.com/tryfreya/assets/js/config.js	/home/dhialinux/websites/culture/markup.themewagon.com/tryfreya/assets/js/config.js	(from http://markup.themewagon.com/tryfreya/)
